orgsize,salary
2 to 9 employees,150767
100 to 499 employees,95000
100 to 499 employees,150000
100 to 499 employees,43131
Just me,125000
Just me,42168
100 to 499 employees,80000
20 to 99 employees,70767
5000 to 9999 employees,61186
I don’t know,140000
5000 to 9999 employees,82500
Just me,226152
20 to 99 employees,120000
10000 or more employees,58512
20 to 99 employees,165000
20 to 99 employees,125000
10 to 19 employees,75384
100 to 499 employees,58075
10000 or more employees,300000
10000 or more employees,400000
10000 or more employees,296000
100 to 499 employees,57588
100 to 499 employees,38388
100 to 499 employees,51512
20 to 99 employees,135000
20 to 99 employees,12468
I don’t know,64709
10000 or more employees,90264
20 to 99 employees,57288
100 to 499 employees,58654
500 to 999 employees,185000
2 to 9 employees,135000
20 to 99 employees,42660
100 to 499 employees,120444
20 to 99 employees,89676
10000 or more employees,320000
100 to 499 employees,75384
10000 or more employees,300000
1000 to 4999 employees,73992
100 to 499 employees,95000
I don’t know,150000
10000 or more employees,80409
20 to 99 employees,172183
10000 or more employees,170000
100 to 499 employees,200000
100 to 499 employees,79983
20 to 99 employees,44790
500 to 999 employees,300000
20 to 99 employees,170000
100 to 499 employees,87444
10 to 19 employees,65000
20 to 99 employees,37116
20 to 99 employees,120000
10 to 19 employees,48
1000 to 4999 employees,82922
20 to 99 employees,36259
10000 or more employees,53322
500 to 999 employees,171785
500 to 999 employees,111976
20 to 99 employees,80000
10000 or more employees,33300
20 to 99 employees,200000
1000 to 4999 employees,29412
500 to 999 employees,108280
100 to 499 employees,99000
20 to 99 employees,80000
10 to 19 employees,180000
20 to 99 employees,62820
500 to 999 employees,90192
100 to 499 employees,428712
10000 or more employees,38392
10000 or more employees,155000
I don’t know,35138
500 to 999 employees,225000
20 to 99 employees,78000
5000 to 9999 employees,45033
10000 or more employees,95979
20 to 99 employees,31993
20 to 99 employees,37325
10000 or more employees,65000
100 to 499 employees,130000
500 to 999 employees,115000
100 to 499 employees,87948
10000 or more employees,99179
20 to 99 employees,34452
20 to 99 employees,277500
100 to 499 employees,38000
10000 or more employees,300000
20 to 99 employees,200000
20 to 99 employees,72072
10000 or more employees,62467
2 to 9 employees,62467
100 to 499 employees,70092
500 to 999 employees,130000
500 to 999 employees,140000
100 to 499 employees,61824
20 to 99 employees,30000
500 to 999 employees,127000
20 to 99 employees,86381
100 to 499 employees,60894
20 to 99 employees,150660
500 to 999 employees,65053
10000 or more employees,165000
100 to 499 employees,95979
100 to 499 employees,75384
2 to 9 employees,44790
10000 or more employees,97600
2 to 9 employees,179352
5000 to 9999 employees,87113
10 to 19 employees,188000
20 to 99 employees,58812
100 to 499 employees,145000
1000 to 4999 employees,95979
10000 or more employees,170000
2 to 9 employees,120000
5000 to 9999 employees,45000
10000 or more employees,183000
10 to 19 employees,106644
20 to 99 employees,33276
500 to 999 employees,98016
100 to 499 employees,44790
10000 or more employees,70000
1000 to 4999 employees,27012
10000 or more employees,38392
500 to 999 employees,102372
20 to 99 employees,205000
5000 to 9999 employees,32844
Just me,13872
Just me,14400
1000 to 4999 employees,124935
100 to 499 employees,131921
5000 to 9999 employees,90000
10 to 19 employees,62820
10000 or more employees,51960
1000 to 4999 employees,77200
10 to 19 employees,100000
10000 or more employees,90000
1000 to 4999 employees,49974
100 to 499 employees,56521
10000 or more employees,200000
10 to 19 employees,51192
1000 to 4999 employees,350000
100 to 499 employees,60000
100 to 499 employees,67409
10 to 19 employees,74651
100 to 499 employees,84000
20 to 99 employees,48624
100 to 499 employees,130000
1000 to 4999 employees,100000
20 to 99 employees,61944
20 to 99 employees,95000
10000 or more employees,29525
5000 to 9999 employees,15528
100 to 499 employees,54494
20 to 99 employees,106644
5000 to 9999 employees,49251
100 to 499 employees,89580
1000 to 4999 employees,100000
500 to 999 employees,249869
1000 to 4999 employees,46570
2 to 9 employees,816
10000 or more employees,37392
20 to 99 employees,62820
10 to 19 employees,72000
20 to 99 employees,113076
100 to 499 employees,76788
20 to 99 employees,120000
20 to 99 employees,624
10 to 19 employees,90000
500 to 999 employees,117308
Just me,4
2 to 9 employees,83182
100 to 499 employees,110000
100 to 499 employees,108777
100 to 499 employees,23592
100 to 499 employees,161000
10 to 19 employees,102000
I don’t know,130000
100 to 499 employees,141000
10000 or more employees,134445
1000 to 4999 employees,322009
2 to 9 employees,48000
2 to 9 employees,29436
10 to 19 employees,12564
100 to 499 employees,86035
100 to 499 employees,37325
10 to 19 employees,81049
500 to 999 employees,27727
2 to 9 employees,20262
20 to 99 employees,65298
20 to 99 employees,50816
1000 to 4999 employees,78500
20 to 99 employees,15997
20 to 99 employees,52728
10000 or more employees,129274
10 to 19 employees,140000
5000 to 9999 employees,146268
100 to 499 employees,109318
100 to 499 employees,84000
500 to 999 employees,70276
1000 to 4999 employees,110000
100 to 499 employees,50123
2 to 9 employees,56076
100 to 499 employees,59539
500 to 999 employees,125544
1000 to 4999 employees,41628
5000 to 9999 employees,81988
100 to 499 employees,10894
100 to 499 employees,111819
100 to 499 employees,49908
1000 to 4999 employees,33276
10000 or more employees,38658
Just me,21329
1000 to 4999 employees,70000
100 to 499 employees,58563
Just me,100000
100 to 499 employees,22200
I don’t know,120000
2 to 9 employees,59679
2 to 9 employees,47990
10 to 19 employees,49540
I don’t know,88000
500 to 999 employees,34896
100 to 499 employees,74310
20 to 99 employees,64462
10000 or more employees,74000
100 to 499 employees,54025
2 to 9 employees,95486
Just me,157049
20 to 99 employees,53322
1000 to 4999 employees,85315
10000 or more employees,280000
100 to 499 employees,79992
10000 or more employees,160000
20 to 99 employees,74000
20 to 99 employees,58654
2 to 9 employees,350000
20 to 99 employees,33600
100 to 499 employees,67186
100 to 499 employees,45792
1000 to 4999 employees,144485
10000 or more employees,66119
100 to 499 employees,110000
10000 or more employees,264000
500 to 999 employees,100000
10000 or more employees,95000
20 to 99 employees,51189
20 to 99 employees,86691
1000 to 4999 employees,117308
10000 or more employees,70767
20 to 99 employees,58654
20 to 99 employees,129500
10 to 19 employees,106793
100 to 499 employees,135000
100 to 499 employees,69102
2 to 9 employees,48761
100 to 499 employees,42657
20 to 99 employees,4680
20 to 99 employees,35832
1000 to 4999 employees,67550
10 to 19 employees,100000
1000 to 4999 employees,205000
2 to 9 employees,39012
1000 to 4999 employees,140000
20 to 99 employees,180000
100 to 499 employees,65000
100 to 499 employees,74772
20 to 99 employees,83182
500 to 999 employees,160000
5000 to 9999 employees,240000
1000 to 4999 employees,90460
20 to 99 employees,82116
500 to 999 employees,54025
10 to 19 employees,176928
20 to 99 employees,45857
10 to 19 employees,115000
10 to 19 employees,200000
1000 to 4999 employees,85000
20 to 99 employees,149301
100 to 499 employees,73602
10 to 19 employees,70771
100 to 499 employees,62820
20 to 99 employees,79983
10 to 19 employees,20808
20 to 99 employees,120000
1000 to 4999 employees,127972
10000 or more employees,172188
10000 or more employees,113222
20 to 99 employees,63986
20 to 99 employees,155000
20 to 99 employees,27000
2 to 9 employees,94230
500 to 999 employees,127388
10 to 19 employees,56617
500 to 999 employees,142000
20 to 99 employees,364354
20 to 99 employees,92920
20 to 99 employees,120000
10000 or more employees,122640
20 to 99 employees,82922
10000 or more employees,31993
100 to 499 employees,70000
1000 to 4999 employees,67824
2 to 9 employees,94230
5000 to 9999 employees,192500
20 to 99 employees,102000
500 to 999 employees,130000
10000 or more employees,264000
100 to 499 employees,300000
10000 or more employees,65817
100 to 499 employees,176000
2 to 9 employees,44790
10 to 19 employees,53322
5000 to 9999 employees,147072
100 to 499 employees,49056
10000 or more employees,74651
20 to 99 employees,210000
10000 or more employees,213287
100 to 499 employees,31200
1000 to 4999 employees,97605
5000 to 9999 employees,55482
2 to 9 employees,250000
20 to 99 employees,120311
10000 or more employees,96500
10000 or more employees,200000
2 to 9 employees,106644
100 to 499 employees,41844
10000 or more employees,117000
100 to 499 employees,82000
20 to 99 employees,14448
20 to 99 employees,63984
500 to 999 employees,53322
10000 or more employees,300000
10000 or more employees,200000
10000 or more employees,101509
10000 or more employees,21420
20 to 99 employees,159966
10 to 19 employees,40000
100 to 499 employees,170000
20 to 99 employees,100511
10 to 19 employees,116000
20 to 99 employees,63694
20 to 99 employees,468504
10000 or more employees,95000
100 to 499 employees,180000
Just me,173300
100 to 499 employees,180000
20 to 99 employees,55500
1000 to 4999 employees,150000
20 to 99 employees,128000
1000 to 4999 employees,69102
Just me,127968
5000 to 9999 employees,92000
1000 to 4999 employees,40525
1000 to 4999 employees,187402
100 to 499 employees,206800
100 to 499 employees,145000
10000 or more employees,156000
20 to 99 employees,150000
1000 to 4999 employees,78084
20 to 99 employees,43974
20 to 99 employees,170000
20 to 99 employees,180000
1000 to 4999 employees,58908
10000 or more employees,163977
20 to 99 employees,125000
100 to 499 employees,59344
100 to 499 employees,70000
500 to 999 employees,125639
100 to 499 employees,130000
10000 or more employees,42657
I don’t know,200000
1000 to 4999 employees,320000
10000 or more employees,40000
1000 to 4999 employees,134305
1000 to 4999 employees,89797
1000 to 4999 employees,110000
500 to 999 employees,172000
20 to 99 employees,48000
20 to 99 employees,3500
10000 or more employees,99080
500 to 999 employees,67152
10000 or more employees,130000
100 to 499 employees,53322
10 to 19 employees,90000
20 to 99 employees,70276
5000 to 9999 employees,48756
100 to 499 employees,42372
10000 or more employees,176000
1000 to 4999 employees,213287
100 to 499 employees,15708
1000 to 4999 employees,38257
100 to 499 employees,100000
20 to 99 employees,100000
500 to 999 employees,195000
500 to 999 employees,93701
100 to 499 employees,81666
10000 or more employees,235000
20 to 99 employees,131184
100 to 499 employees,31356
100 to 499 employees,88464
10000 or more employees,154000
20 to 99 employees,40833
10 to 19 employees,85315
500 to 999 employees,205000
1000 to 4999 employees,148000
20 to 99 employees,81387
2 to 9 employees,51192
100 to 499 employees,56617
20 to 99 employees,10050
100 to 499 employees,39888
20 to 99 employees,81988
10000 or more employees,417000
10 to 19 employees,72000
2 to 9 employees,426575
20 to 99 employees,55281
10 to 19 employees,121030
20 to 99 employees,103705
10 to 19 employees,162500
2 to 9 employees,175000
100 to 499 employees,150767
500 to 999 employees,72518
10 to 19 employees,74784
10000 or more employees,138000
500 to 999 employees,190000
10000 or more employees,54036
20 to 99 employees,138000
2 to 9 employees,85315
5000 to 9999 employees,80000
10000 or more employees,251000
Just me,11352
100 to 499 employees,140000
100 to 499 employees,91717
100 to 499 employees,140551
100 to 499 employees,105000
10000 or more employees,350000
100 to 499 employees,106793
20 to 99 employees,180000
1000 to 4999 employees,172000
1000 to 4999 employees,105000
500 to 999 employees,224250
100 to 499 employees,100000
1000 to 4999 employees,132000
20 to 99 employees,8196
20 to 99 employees,84925
100 to 499 employees,70767
20 to 99 employees,170000
1000 to 4999 employees,150000
10000 or more employees,169851
500 to 999 employees,350000
10 to 19 employees,250000
5000 to 9999 employees,330000
100 to 499 employees,160000
Just me,106644
100 to 499 employees,165000
10000 or more employees,180000
1000 to 4999 employees,217000
100 to 499 employees,100000
1000 to 4999 employees,94230
2 to 9 employees,74180
20 to 99 employees,58000
100 to 499 employees,150000
10000 or more employees,340000
100 to 499 employees,165000
1000 to 4999 employees,206839
Just me,48000
10000 or more employees,300000
20 to 99 employees,175000
20 to 99 employees,12468
1000 to 4999 employees,160000
10 to 19 employees,175000
20 to 99 employees,64810
100 to 499 employees,48893
500 to 999 employees,138637
10 to 19 employees,118380
500 to 999 employees,20952
20 to 99 employees,120444
10000 or more employees,220000
100 to 499 employees,99717
100 to 499 employees,185000
5000 to 9999 employees,260000
1000 to 4999 employees,86261
10000 or more employees,51536
10000 or more employees,48
20 to 99 employees,50755
1000 to 4999 employees,120000
20 to 99 employees,54348
20 to 99 employees,81387
100 to 499 employees,210000
100 to 499 employees,120000
100 to 499 employees,67230
10000 or more employees,312
2 to 9 employees,6396
1000 to 4999 employees,163977
20 to 99 employees,100000
10000 or more employees,123000
20 to 99 employees,250000
10000 or more employees,121000
10000 or more employees,85000
5000 to 9999 employees,25246
5000 to 9999 employees,155000
1000 to 4999 employees,283084
10000 or more employees,280000
